claim_id,decision,construct_fit_rating_1_4,evidence_fit_rating_1_4,inference_scope_rating_1_4,language_safety_rating_1_4,risk_flags,required_revision,rationale,reviewer_confidence
"ENAKQ.boundary.variability","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 다섯 글자를 고정 행동이나 가치 서열로 합치지 않고 상황과 점수와 별도 측정 정보의 순서를 명확히 한다.","high"
"ENAKQ.conversation.A","accept","3","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: A를 친절과 공감 능력으로 평가하지 않고 현재 필요한 지원을 직접 묻는 선택형 대화로 바꾼다.","high"
"ENAKQ.conversation.E","accept","3","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: E를 사교성 우열과 연락 책임으로 만들지 않고 참여 방식과 현재 상태를 확인하게 한다.","high"
"ENAKQ.conversation.K","accept","3","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: K와 M을 도덕성과 신뢰도의 서열로 만들지 않고 환경과 분담을 함께 확인한다.","high"
"ENAKQ.conversation.N","accept","3","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: N과 R을 지능이나 개방성의 가치 판단으로 만들지 않고 탐색과 결정 단계의 차이로 다룬다.","high"
"ENAKQ.conversation.observation","accept","4","4","4","4","none","","INTERNAL_AGENT_CRITIQUE: 내적 경험과 관찰 행동을 구분하고 상대의 속마음을 코드로 대신 판단하지 않도록 한다.","high"
"ENAKQ.conversation.Q","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 감정 활성화와 비난이나 통제 행동을 분리하고 말하지 않을 선택과 지원 범위를 보장한다.","high"
"ENAKQ.crush.ambiguity","revise","2","2","2","3","unmeasured_inference;evidence_mismatch","N·A·Q 조합에서 관계가 멀어지는 설명에 오래 머문다는 개인화 문장을 운영 노출에서 제외하고 해당 장면을 직접 반복 측정한 경우에만 자기관찰 가설로 제시한다.","INTERNAL_AGENT_CRITIQUE: 애착과 집착으로 낙인찍지 않는 경계는 좋지만 검증되지 않은 조합 가설 자체가 관계 불안을 강화할 수 있다.","high"
"ENAKQ.crush.attention","revise","2","2","2","3","unmeasured_inference","메시지를 여러 번 고치거나 대화 속도를 맞춘다는 행동은 A 점수로 제시하지 말고 사용자가 직접 보고한 반복 행동이 있을 때만 선택형 문장으로 노출한다.","INTERNAL_AGENT_CRITIQUE: 선택권과 거절 존중은 적절하지만 A에서 연애 연락 행동으로 건너가는 추론은 직접 측정되지 않았다.","high"
"ENAKQ.crush.contact","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 연락 빈도를 관심과 예의의 보편 규칙으로 만들지 않고 상대가 말한 의사와 실제 행동을 우선한다.","high"
"ENAKQ.crush.context","revise","3","2","2","3","unmeasured_inference","연애 초기에는 각 글자가 나타날 수 있다는 목록을 일반 교육 예시로만 두고 개인 결과에는 관계 맥락 응답이 없으면 다섯 방향을 연결하지 않는다.","INTERNAL_AGENT_CRITIQUE: 권력 차이와 안전을 먼저 보라는 경계는 좋지만 대표 코드만으로 호감 장면의 주의 대상을 예측하는 인상을 줄 수 있다.","high"
"ENAKQ.crush.expression","revise","2","2","2","3","unmeasured_inference","먼저 연락과 만남 제안은 관계 맥락에서 직접 측정된 표현 시작 자료가 있을 때만 설명하고 대표 E만으로 노출하지 않는다.","INTERNAL_AGENT_CRITIQUE: 마음의 크기를 추정하지 않는 경계는 적절하지만 E에서 호감 표현 행동으로 이어지는 주장은 검증 전이다.","high"
"ENAKQ.crush.fact_check","revise","3","2","3","3","clinical_overreach;other","세 줄 기록은 선택형 일회성 도구로 두고 반복 확인이나 상대 행동 모니터링에 쓰지 않게 하며 생각이 더 길어지거나 기능이 저하되면 중단하고 지원을 찾는 안내를 추가한다.","INTERNAL_AGENT_CRITIQUE: 사실과 해석 구분은 안전에 도움이 될 수 있으나 호감 불확실성에서 반복 기록은 반추와 확인 행동을 늘릴 수 있다.","medium"
"ENAKQ.crush.prompt","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 떠보기보다 자신의 바람을 직접 말하되 답하지 않음과 거절과 애매한 답을 동의로 바꾸지 않는 경계가 명확하다.","high"
"ENAKQ.crush.reciprocity","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 단일 연락 신호를 호감 전체로 해석하지 않고 반복 행동과 당사자의 명시적 의사를 함께 보게 한다.","high"
"ENAKQ.crush.self_check","revise","4","3","3","3","clinical_overreach","자기관찰 질문과 고통 또는 위협 상황을 시각적으로 분리하고 후자에는 성향 설명을 중단한 지역별 전문 및 긴급 지원 경로를 제공한다.","INTERNAL_AGENT_CRITIQUE: 동의와 경계를 점검하는 질문은 적절하지만 고통과 폭력 상황의 제품 대응이 추상적이다.","high"
"ENAKQ.crush.uncertainty","revise","3","2","2","3","unmeasured_inference","관계 초기의 불확실성은 보편 맥락으로 설명하되 E·N·A·K·Q별 반응은 관계 맥락 응답이 확인되지 않으면 개인화하지 않는다.","INTERNAL_AGENT_CRITIQUE: 애착과 호감 크기를 추정하지 않는 점은 좋지만 대표 코드가 연애 불확실성에서 작동하는 방식은 별도 검증이 필요하다.","high"
"ENAKQ.daily.rest","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 회복법을 코드로 처방하지 않고 사용자가 현재 원하는 방식을 직접 고르게 하는 비처방 경계가 적절하다.","high"
"ENAKQ.daily.self_check","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 행동을 좋은 날의 점수로 평가하지 않고 상황과 역할의 영향을 함께 보게 해 낙인과 자기비난을 줄인다.","high"
"ENAKQ.family.care","revise","2","2","2","3","unmeasured_inference;cultural_norm","가족 안부 확인과 돌봄 행동은 E·A로 예측하지 말고 사용자가 가족 범위와 실제 반복 행동을 직접 제공한 경우에만 설명한다.","INTERNAL_AGENT_CRITIQUE: 연락 횟수를 관심으로 바꾸지 않는 점은 좋지만 코드에서 가족 돌봄 행동을 도출하면 문화적 돌봄 규범을 성향으로 재생산할 수 있다.","high"
"ENAKQ.family.conflict","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 갈등 회피와 배려를 분리하고 안전하지 않은 관계에서는 대화 지속보다 거리와 외부 도움을 우선한다.","high"
"ENAKQ.family.contact","revise","2","2","2","3","unmeasured_inference;cultural_norm","연락 빈도와 먼저 연락하는 행동을 대표 코드에서 제거하고 가족 구성과 동거와 돌봄 역할을 포함한 실제 자료로만 개인화한다.","INTERNAL_AGENT_CRITIQUE: 가족 연락을 적정 횟수로 평가하지 않는 경계는 좋지만 E·A와 연락 행동 연결은 규범 편향과 과잉 추론 위험이 있다.","high"
"ENAKQ.family.context","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 가족 역할과 성향 행동을 구분하고 선택한 가족을 포함하며 결혼과 성 역할과 돌봄 의무를 정상 기준으로 두지 않는다.","high"
"ENAKQ.family.friction","revise","2","2","2","2","unmeasured_inference;relationship_determinism","A·Q 조합이 가족 확인 행동으로 이어진다는 개인화 문장을 보류하고 본인이 직접 보고한 반복 장면에만 제시하며 상대의 사생활과 답하지 않을 권리를 앞에 배치한다.","INTERNAL_AGENT_CRITIQUE: 반복 확인의 압박을 경고하지만 검증되지 않은 조합 설명이 침해 행동을 성향상 자연스러운 반응으로 정상화할 수 있다.","high"
"ENAKQ.family.role","revise","2","2","2","2","unmeasured_inference;cultural_norm","가족 일정과 돌봄 노동을 K에서 추론하지 말고 실제 분담과 자원과 권한을 묻는 독립 자료가 있을 때만 설명하며 역할 고정 경고를 먼저 노출한다.","INTERNAL_AGENT_CRITIQUE: 부담을 강점으로 포장하지 않는 문장은 좋지만 코드에서 가족 관리 역할을 떠올리게 하는 것 자체가 기존 가족 규범을 강화할 수 있다.","high"
"ENAKQ.family.support_prompt","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 위로와 해결을 자동 배정하지 않고 당사자의 현재 필요와 가능한 범위를 직접 합의하게 한다.","high"
"ENAKQ.friend.context","revise","3","2","2","3","unmeasured_inference","친구에게 먼저 연락하고 모임을 여는 행동은 대표 코드가 아니라 친구 맥락의 실제 반복 응답이 확인된 경우에만 개인화한다.","INTERNAL_AGENT_CRITIQUE: 친숙도와 역할을 고려하지만 ENAKQ에서 친구 관계 시작 행동을 추론하는 범위는 아직 넓다.","high"
"ENAKQ.friend.distance","revise","2","2","2","3","unmeasured_inference;relationship_determinism","N·Q 조합이 관계가 멀어지는 이야기를 만든다는 문장을 운영 개인화에서 제외하고 늦은 답장에 대한 실제 자기보고와 반복 자료가 있을 때만 제한적으로 제시한다.","INTERNAL_AGENT_CRITIQUE: 답장 지연을 관계 신호로 단정하지 않는 점은 좋지만 조합 가설이 친구 관계 불안을 유형화할 수 있다.","high"
"ENAKQ.friend.initiation","revise","2","2","2","3","unmeasured_inference","먼저 연락과 날짜 제안은 E 점수만으로 제시하지 말고 관계 친숙도와 모임 크기와 실제 행동 자료를 필수 입력으로 둔다.","INTERNAL_AGENT_CRITIQUE: 연락 횟수를 우정 노력으로 평가하지 않는 보호 문구에도 불구하고 관계 행동 추론은 직접 검증되지 않았다.","high"
"ENAKQ.friend.novelty","revise","2","2","2","3","unmeasured_inference","새 장소 제안과 예약과 정산 행동은 N·K 조합에서 추론하지 말고 직접 관찰 또는 자기보고 자료가 있을 때만 설명한다.","INTERNAL_AGENT_CRITIQUE: 분담과 비용을 확인하게 하는 점은 안전하지만 조합에서 실제 친구 활동을 예측하는 주장은 근거가 부족하다.","high"
"ENAKQ.friend.reciprocity","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 관계 기여를 연락 횟수로 단순화하지 않고 구체적 장면과 요청을 말하게 하며 반복적 경계 침해에는 조율을 강요하지 않는다.","high"
"ENAKQ.friend.repair","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 깊은 대화를 유일한 회복 방식으로 강요하지 않고 문제 크기와 여유와 안전을 우선한다.","high"
"ENAKQ.friend.support","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 위로와 해결의 우열을 만들지 않고 실제 과정 자료와 현재 필요와 듣는 사람의 한계를 함께 확인한다.","high"
"ENAKQ.growth.A_experiment","accept","3","3","3","4","none","","INTERNAL_AGENT_CRITIQUE: 상대 마음을 안다고 가정하지 않고 질문과 본인의 범위를 함께 말하는 자발적 행동 실험으로 제한한다.","medium"
"ENAKQ.growth.check","revise","3","2","3","2","privacy_scope;clinical_overreach","부담과 생각과 필요 기록은 본인 전용과 최소 보관을 기본으로 하고 반복 기록이 반추를 늘리거나 일상 기능이 저하되면 중단 및 지원 연결을 제공한다.","INTERNAL_AGENT_CRITIQUE: 환경을 먼저 보는 비난 방지 효과는 기대되지만 민감 상태 기록의 공개 범위와 중단 기준이 원문에 없다.","high"
"ENAKQ.growth.choice","accept","4","4","4","4","none","","INTERNAL_AGENT_CRITIQUE: 사용자가 바꿀 행동을 직접 고르고 언제든 중단할 수 있으며 코드 방향의 가치 서열과 공개 경쟁을 금지한다.","high"
"ENAKQ.growth.E_experiment","accept","3","3","3","4","none","","INTERNAL_AGENT_CRITIQUE: 먼저 말하기를 능력이나 의무로 만들지 않고 상대 선택권과 본인 편안함을 함께 평가한다.","medium"
"ENAKQ.growth.K_experiment","accept","3","3","3","4","none","","INTERNAL_AGENT_CRITIQUE: 더 많은 계획을 요구하지 않고 계속할 조건과 바꿀 조건을 함께 정해 강박적 지속과 자기비난을 막는다.","medium"
"ENAKQ.growth.N_experiment","accept","3","3","3","4","none","","INTERNAL_AGENT_CRITIQUE: 탐색의 양을 결과 품질로 평가하지 않고 사용자가 시간을 조정할 수 있는 선택형 실험이다.","medium"
"ENAKQ.growth.nonpromise","accept","4","4","4","4","none","","INTERNAL_AGENT_CRITIQUE: 연구 개입 효과를 짧은 앱 기능의 효과로 전이하지 않고 변화 약속과 좋은 코드 방향을 모두 금지한다.","high"
"ENAKQ.growth.Q_experiment","revise","3","3","3","2","privacy_scope;clinical_overreach","걱정과 부담 기록은 본인 전용과 선택형으로 두고 기록이 반추나 확인 행동을 늘리면 즉시 중단하며 지속적 기능 저하에는 전문 지원 경로를 안내한다.","INTERNAL_AGENT_CRITIQUE: Q를 미화하거나 제거 목표로 만들지 않는 점은 좋지만 민감 기록과 증상 악화 시 보호 흐름이 필요하다.","high"
"ENAKQ.interaction.boundary","accept","4","4","4","4","none","","INTERNAL_AGENT_CRITIQUE: 조합 가설과 개인화 근거를 분리하고 상황과 역할과 피로를 함께 고려해 고정 행동 추론을 막는다.","high"
"ENAKQ.misread.A","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: A를 공감 능력과 친절과 자기희생으로 평가하지 않고 과정 자료 없는 세부 코드를 금지한다.","high"
"ENAKQ.misread.barnum","accept","4","4","4","4","none","","INTERNAL_AGENT_CRITIQUE: 긍정적 일반 문장에 대한 자기일치감을 정확성으로 취급하지 않고 조건과 반례와 맹검 비교를 요구한다.","high"
"ENAKQ.misread.E","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: E를 말의 양과 사교성으로 낙인찍지 않고 권한 차이와 피로와 관계 친숙도를 포함한다.","high"
"ENAKQ.misread.K","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: K와 M을 성실성과 게으름의 가치 서열로 만들지 않고 자원과 권한과 조건을 확인한다.","high"
"ENAKQ.misread.N","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: N과 R을 지능과 창의성 및 현실성의 우열로 만들지 않고 추측을 사실과 분리하게 한다.","high"
"ENAKQ.misread.Q","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: Q와 C를 정신건강과 멘탈과 회복력의 우열로 만들지 않고 감정과 유해 행동을 구분한다.","high"
"ENAKQ.misread.role","revise","3","3","3","3","ability_inference;stigma_or_value_judgment","역할명은 검증된 성향 결론과 시각적으로 분리하고 리더십과 관계 관리 능력을 암시하는지 인지 인터뷰로 확인하며 오인이 지속되면 더 중립적인 이름으로 교체한다.","INTERNAL_AGENT_CRITIQUE: 본문은 역할명을 능력과 분리하지만 지휘자라는 첫인상이 설명문보다 먼저 능력과 지위를 암시할 수 있다.","high"
"ENAKQ.misread.self_other","accept","4","4","4","4","none","","INTERNAL_AGENT_CRITIQUE: 자기와 타인의 정보 우위를 고정하지 않고 의도와 영향을 구체적 행동으로 나눠 관계 승패에 쓰지 않는다.","high"
"ENAKQ.partner.ambiguity","revise","2","2","2","2","unmeasured_inference;relationship_determinism","N·A·Q 조합을 연인 관계 걱정 패턴으로 개인화하지 말고 직접 반복 측정된 자기보고가 있는 경우에만 가설임을 표시하며 사생활 침해 금지를 먼저 노출한다.","INTERNAL_AGENT_CRITIQUE: 애착 불안과 불신 낙인을 피하지만 검증되지 않은 조합 서사가 불안과 확인 행동을 유형 특성처럼 만들 수 있다.","high"
"ENAKQ.partner.autonomy","accept","4","4","4","4","none","","INTERNAL_AGENT_CRITIQUE: 가까운 관계에서도 선택과 사생활을 보장하고 공개 범위 변경 시 비교 접근을 재검증하게 한다.","high"
"ENAKQ.partner.boundary","accept","4","4","4","4","none","","INTERNAL_AGENT_CRITIQUE: 사랑과 헌신과 애착과 질투를 측정하지 않음을 밝히고 다양한 관계 방식과 당사자 합의를 존중한다.","high"
"ENAKQ.partner.comparison","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 비교를 궁합과 잘 맞는 유형으로 바꾸지 않고 공통점과 차이를 직접 확인할 질문으로 제한한다.","high"
"ENAKQ.partner.conflict","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 갈등 행동을 Q와 A로 정당화하지 않고 모욕과 위협과 통제와 폭력에서는 안전 지원을 먼저 둔다.","high"
"ENAKQ.partner.contact","revise","2","2","2","3","unmeasured_inference","연락과 애정 표현 행동은 E·A로 개인화하지 말고 관계 맥락에서 직접 보고한 선호와 실제 반복 행동이 있을 때만 보여준다.","INTERNAL_AGENT_CRITIQUE: 연락 빈도와 애정 크기를 분리하는 보호 문구는 좋지만 대표 코드에서 연인 행동으로 넘어가는 추론은 검증되지 않았다.","high"
"ENAKQ.partner.context","revise","3","2","2","3","unmeasured_inference","연인 관계에서 E·A·K·Q가 평소보다 선명해질 수 있다는 문장을 검증 전 일반화로 표시하고 개인 결과에는 관계 맥락 측정을 필수로 둔다.","INTERNAL_AGENT_CRITIQUE: 다양한 관계 형식과 비결정론 경계는 강하지만 관계가 특성을 증폭한다는 주장은 현재 자료로 확인되지 않았다.","high"
"ENAKQ.partner.expression","revise","2","2","2","3","unmeasured_inference","말과 시간과 실제 도움과 신체적 표현의 선호는 대표 코드에서 추론하지 말고 당사자가 직접 공개한 선호만 비교에 사용한다.","INTERNAL_AGENT_CRITIQUE: 애정 표현의 다양성을 인정하지만 E·A에서 특정 시작과 반응 행동을 도출하는 범위가 넓다.","high"
"ENAKQ.partner.plan","revise","2","2","2","2","unmeasured_inference;relationship_determinism","N·K에서 미래 계획과 실행 흐름을 추론하지 말고 상상과 실제 합의와 장기 약속을 명확히 분리한 직접 응답이 있을 때만 노출한다.","INTERNAL_AGENT_CRITIQUE: 계획 대화를 헌신으로 오인하지 않게 하는 점은 좋지만 조합 설명 자체가 관계 약속 기대를 만들 수 있다.","high"
"ENAKQ.partner.repair","revise","3","2","2","3","unmeasured_inference;privacy_scope","ENAKQ가 대화를 이어가고 계획을 정리한다는 문장을 제거하고 회복 방식은 본인이 선택해 공유한 정보만 사용하며 감정과 기능 기록은 기본 비공개로 둔다.","INTERNAL_AGENT_CRITIQUE: 회복을 다차원으로 설명하는 점은 적절하지만 코드 기반 회복 행동과 민감 상태 공유 범위가 분리되지 않았다.","high"
"ENAKQ.partner.self_check","accept","4","3","4","4","none","","INTERNAL_AGENT_CRITIQUE: 건강한 연애 점수를 만들지 않고 신뢰와 안전을 코드 밖에서 판단하며 몰래 속마음을 알아내는 사용을 금지한다.","high"
"ENAKQ.partner.support","accept","4","4","4","4","none","","INTERNAL_AGENT_CRITIQUE: 비공개 과정 자료를 비교에서 추정하지 않고 현재 필요한 지원을 직접 물으며 한 번의 선호를 고정 처방으로 저장하지 않는다.","high"
"ENAKQ.process.boundary","revise","3","3","3","2","privacy_scope","G/A 과정 코드는 본인 전용을 기본값으로 하고 세부 과정 공유는 별도 선택과 철회가 가능한 동의를 받아야 하며 대표 공개 코드에서 자동 노출하지 않는다.","INTERNAL_AGENT_CRITIQUE: 배려와 기술을 추정하지 않는 경계는 적절하지만 내적 생각과 실제 반응은 공개 프로필보다 민감한 정보라 공개 범위 강화가 필요하다.","high"
"ENAKQ.process.comparison_boundary","revise","3","3","3","2","privacy_scope;unmeasured_inference","과정 비교는 두 사람 모두가 해당 세부 필드를 별도로 공유한 경우에만 생성하고 철회 시 파생 비교를 삭제하며 사회적 바람직성 이유를 사용자에게 추정해서 보여주지 않는다.","INTERNAL_AGENT_CRITIQUE: 표본 범위와 비확률성을 밝히는 점은 좋지만 세부 과정과 비채점 피드백은 민감하며 사회적 바람직성 해석은 추가 추론이다.","high"
"ENAKQ.process.non_inference","accept","4","4","4","4","none","","INTERNAL_AGENT_CRITIQUE: 대표 점수로 측정하지 않은 행동 순서와 감정 표현과 회복을 만들어내지 않는 핵심 안전 경계다.","high"
"ENAKQ.process.release_threshold","insufficient_evidence","3","2","2","4","evidence_mismatch","세 쌍과 두 번 반복이라는 발급 기준은 독립 심리측정 검토와 정량 파일럿으로 오분류율과 안정성을 확인하기 전 운영하지 않는다.","INTERNAL_AGENT_CRITIQUE: 사용자 문구는 안전하지만 과정 코드 발급 기준의 충분성은 관계 안전 역할의 범위를 넘어 측정 근거가 부족하다.","high"
"ENAKQ.strength.conditional","accept","4","4","4","4","none","","INTERNAL_AGENT_CRITIQUE: 성향을 능력과 덕목으로 인증하지 않고 상황과 실제 행동 결과를 확인하게 해 가치 서열을 막는다.","high"
"ENAKQ.strength.non_ability","accept","4","4","4","4","none","","INTERNAL_AGENT_CRITIQUE: 각 글자를 발표와 창의성과 공감과 성과와 위험 감지 능력으로 확대하지 않는 경계가 명확하다.","high"
"ENAKQ.strength.Q_nonvirtue","accept","4","4","4","4","none","","INTERNAL_AGENT_CRITIQUE: Q를 감수성과 진심과 위험 감지의 미화 서사로 바꾸지 않고 자기관찰 정보로만 제한한다.","high"
"ENAKQ.strength.role_boundary","revise","3","3","3","3","ability_inference;stigma_or_value_judgment","지휘자 역할명을 능력 평가와 분리한 보조 별칭으로 표시하고 첫 화면에서 통솔력과 관계 역량을 암시하는지 인지 인터뷰 후 오인이 크면 중립 명칭으로 교체한다.","INTERNAL_AGENT_CRITIQUE: 본문 경계는 강하지만 제목이 먼저 만드는 지도력과 관계 능력 인상을 설명문이 완전히 상쇄하지 못할 수 있다.","high"
"ENAKQ.stress.activation","revise","3","3","3","2","privacy_scope","현재 부담과 건강과 경제와 수면 상태는 본인 전용으로 분리하고 비교에는 명시적으로 공유한 평소 성향만 사용하며 최근 상태를 상대에게 자동 공개하지 않는다.","INTERNAL_AGENT_CRITIQUE: Q를 진단과 회복력으로 바꾸지 않는 점은 좋지만 current_state가 comparison_safe로 연결되면 민감 정보 노출 위험이 있다.","high"
"ENAKQ.stress.communication","revise","3","3","3","2","privacy_scope","부담 장면과 행동과 변화 기록은 본인 전용과 최소 보관을 기본으로 하고 비교 리포트에는 사용자가 별도 공유한 지원 선호만 포함한다.","INTERNAL_AGENT_CRITIQUE: Q에서 표현을 추론하지 않는 경계는 적절하지만 구체적인 스트레스 기록은 관계 비교용 정보가 아니다.","high"
"ENAKQ.stress.crossload","revise","2","2","2","3","unmeasured_inference;evidence_mismatch","N과 Q가 함께 선명할 때 부정적 설명이 오래 이어진다는 조합 가설은 정량 검증 전 개인화 노출하지 않고 직접 응답 문항 범위만 설명한다.","INTERNAL_AGENT_CRITIQUE: 탐색과 계획과 걱정을 구분하는 교육은 유용하지만 검증되지 않은 조합이 걱정 패턴을 유형화한다.","high"
"ENAKQ.stress.environment","revise","4","3","3","2","privacy_scope","사실과 생각과 반응과 필요 기록은 본인 전용으로 두고 공유는 지원 요청 항목만 별도 선택하게 하며 저장과 삭제와 중단 기준을 명시한다.","INTERNAL_AGENT_CRITIQUE: 환경을 먼저 보는 접근은 비난을 줄이지만 current_state를 포함한 자기관찰 기록의 비교 공개 범위가 과도하다.","high"
"ENAKQ.stress.reactivity_recovery_boundary","revise","4","4","3","2","privacy_scope;clinical_overreach","반응성과 회복의 교육 문구와 상태 추적 기능을 분리하고 잠과 식사와 일상 기능 기록은 본인 전용 민감정보로 처리하며 악화 또는 즉각 위험에는 안전 지원으로 전환한다.","INTERNAL_AGENT_CRITIQUE: 반응성과 회복을 구분하는 경계는 타당하지만 상태 추적 항목은 정신건강 선별처럼 받아들여질 수 있다.","high"
"ENAKQ.stress.recovery","revise","3","2","3","2","privacy_scope;clinical_overreach","회복 완료를 판정하지 않는 원칙을 유지하되 감정과 걱정과 수면과 식사와 기능 기록은 본인 전용으로 두고 제품 효과나 치료 경과로 해석하지 않으며 악화 시 지원 흐름을 둔다.","INTERNAL_AGENT_CRITIQUE: 공통 회복 처방을 피하는 점은 좋지만 민감 상태의 비교 사용과 임상적 오인 위험이 남는다.","high"
"ENAKQ.stress.self_check","revise","3","3","3","2","privacy_scope;clinical_overreach","자기관찰은 선택형이고 중단 가능하게 하며 민감 기록을 기본 비공개로 두고 반복 기록이 부담을 키우거나 기능 저하가 이어지면 전문 지원을 안내한다.","INTERNAL_AGENT_CRITIQUE: 자기비난을 줄이는 구조는 유용하지만 비교용 현재 상태 신호와 안전 중단 조건이 분리되어야 한다.","high"
