claim_id,decision,construct_fit_rating_1_4,evidence_fit_rating_1_4,inference_scope_rating_1_4,language_safety_rating_1_4,risk_flags,required_revision,rationale,reviewer_confidence
ENAKQ.crush.uncertainty,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. 관계 불확실성 상태를 직접 측정하고 Q·A·N과 구분되는지 및 시간적 선후를 확인한다.","호감 관계의 불확실성을 Q나 조합의 내적 경험으로 발급할 직접 측정 근거가 없다.",high
ENAKQ.daily.rest,insufficient_evidence,2,1,2,3,unmeasured_inference; evidence_mismatch,"운영 보류. 회복 선호와 실제 도움을 별도 반복 자료로 수집하고 domain_scores가 아닌 recovery_preference에만 근거해 개인화한다.","공통 처방 근거가 없으며 휴식 방식은 별도 구성개념과 현재 상태의 영향을 받는다.",high
ENAKQ.daily.schedule,insufficient_evidence,2,2,2,3,unmeasured_inference; evidence_mismatch,"운영 보류. 시작·복귀·지속·정리 facet과 실제 일정 행동을 분리 측정하고 K 총점의 증분 예측력을 검증한다.","K 단일 점수만으로 일상 일정 행동을 발급하면 세부 성향과 상황 영향을 가린다.",high
ENAKQ.evidence.culture,accept,4,4,4,4,none,,"번역과 검사 적응을 구분하고 한국어 인지 인터뷰·집단별 등가성·표본 대표성을 요구해 방법론 경계가 적절하다.",high
ENAKQ.evidence.user_reading,revise,4,3,3,4,evidence_mismatch,"다섯 자리 범위가 가장 확실하다는 표현을 설계상 가장 명시된 범위로 낮추고 외부·인지·정량 검증 완료 전에는 확실성 서열을 사실로 제시하지 않는다.","투명성 원칙은 적절하지만 현 단계에서 다섯 자리 자체가 가장 확실하다는 비교 판단은 경험적으로 입증되지 않았다.",high
ENAKQ.family.care,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. 돌봄 행동·주의·연락을 분리하고 가족 역할·동거·기회·상대 자료를 포함한 반복 측정으로 검증한다.","E/A 점수로 가족 돌봄 행동을 예측하는 직접 근거가 없고 연락을 관심으로 오인할 위험이 있다.",high
ENAKQ.family.conflict,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. 갈등 장면의 첫 주의·실제 반응·이유·안전 맥락을 직접 측정한 경우에만 과정 설명 후보로 둔다.","대표 코드와 relationship_context만으로 갈등 순서나 회복 행동을 발급할 수 없다.",high
ENAKQ.family.contact,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. 연락 행동을 직접 측정하고 가족 역할·생활 필요·기회·선호를 통제해 E/A의 추가 설명력을 검증한다.","연락 빈도와 시작 행동은 성향보다 가족 구조와 생활 조건에 크게 좌우될 수 있다.",high
ENAKQ.family.context,revise,3,3,4,4,cultural_norm,"가족 역할과 관계 범위의 일반 맥락 경계로 제시하고 특정 가족 형태·역할별 성향 예측은 하지 않으며 한국어 인지 인터뷰로 문화적 이해를 확인한다.","역할이 행동을 바꿀 수 있다는 경계는 타당하지만 ENAKQ 개인화 근거와 분리해야 한다.",high
ENAKQ.family.friction,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. A·Q 상호작용과 확인 행동·상대 영향은 양측 반복 장면 자료와 상호작용 모형으로 검증한다.","두 영역의 선명도를 가족 장면의 걱정과 반복 확인 행동으로 연결하는 근거가 없다.",high
ENAKQ.family.role,insufficient_evidence,2,1,1,3,unmeasured_inference; ability_inference,"운영 보류. 실제 역할 수행·자원·권한·부담을 별도 측정하고 K와 책임·헌신·수행량을 분리한다.","K 점수로 가족 내 역할 이행을 설명하면 환경과 불평등한 분담을 성향으로 오인할 수 있다.",high
ENAKQ.family.support_prompt,revise,3,3,4,4,evidence_mismatch,"코드 자동 추천이 아닌 모든 가족이 선택할 수 있는 대화 프롬프트로 제공하고 상황별 이해도·유용성·안전성을 검토한다.","지원 선호를 직접 묻는 구조는 안전하지만 ENAKQ 점수에 맞춘 처방으로 볼 근거는 없다.",medium
ENAKQ.friend.context,revise,3,3,3,4,evidence_mismatch,"친숙도·모임 크기·기회가 행동을 바꿀 수 있다는 일반 경계와 ENAKQ의 개인 행동 후보를 분리하고 개인화에는 직접 상황 자료를 요구한다.","상황 변산 설명은 적절하지만 먼저 연락·주제 제안 행동을 대표 코드에서 추론하기에는 근거가 부족하다.",high
ENAKQ.friend.distance,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. 답장 지연 장면의 생각·걱정·행동과 관계 규범을 직접 측정하고 N×Q 효과를 검증한다.","N과 Q의 단일 정의로 친구의 연락 지연에 대한 사고 흐름을 발급할 수 없다.",high
ENAKQ.friend.initiation,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. 표현 시작 facet과 실제 연락·제안 행동을 관계 친숙도·기회와 함께 반복 측정한다.","E 대표 점수만으로 친구 관계의 시작 행동을 예측하는 직접 근거가 없다.",high
ENAKQ.friend.novelty,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. 탐색 facet·활동 선호·실제 제안과 실행을 분리 측정하고 N·K 조합의 증분타당도를 검증한다.","N과 K 단일 정의를 새로운 활동 제안과 실행 행동으로 확장했다.",high
ENAKQ.friend.reciprocity,revise,3,2,3,4,evidence_mismatch,"ENAKQ에게 나타나는 반응으로 발급하지 말고 양측 행동 횟수와 기대를 직접 확인하는 일반 대화 가이드로 제공하며 유용성을 검토한다.","상호성 프롬프트는 유용할 수 있으나 성향 점수 기반 설명은 간접 근거에 머문다.",medium
ENAKQ.friend.repair,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. 갈등 후 행동·시간·상대 반응·관계 안전을 양측에서 반복 측정해 회복 패턴을 검증한다.","제품 대화 가설만으로 친구 관계의 회복 행동을 개인화할 수 없다.",high
ENAKQ.friend.support,revise,3,2,3,4,evidence_mismatch,"A→A·A→G가 별도 과정 측정으로 유효할 때만 설명하고 질문 자체는 코드와 무관한 선택형 지원 확인 문구로 제공한다.","지원 확인 질문은 안전하지만 과정 코드와 친구 관계 결과의 연결은 검증되지 않았다.",high
ENAKQ.general.definition.A,insufficient_evidence,3,2,2,4,evidence_mismatch,"운영 코드 확정 보류. 관계 주의와 원인·해결 주의의 양극성이 한국어 문항에서 재현되는지 내용타당도·요인구조·수렴·변별·재검사 자료로 확인한다.","A/G는 인접 연구보다 좁고 독자적인 축이며 현재 내부 정의와 간접 근거만으로 점수 해석을 확정할 수 없다.",high
ENAKQ.general.definition.E,insufficient_evidence,3,2,2,4,evidence_mismatch,"운영 코드 확정 보류. 에너지와 표현 시작의 상관·상위요인·교차적재를 검증하고 둘이 갈릴 때 총점 발급 및 facet 표시 규칙을 사전 확정한다.","서로 다른 두 facet을 한 글자로 묶는 구조가 아직 ENAKQ 자료에서 입증되지 않았다.",high
ENAKQ.general.definition.K,insufficient_evidence,3,2,2,4,evidence_mismatch,"운영 코드 확정 보류. 시작·복귀·지속과 정리·계획 및 후보 이행 facet의 구조를 비교하고 총점·facet 분기 규칙을 검증한다.","여러 실행 관련 행동이 단일 양극 축을 형성하는지와 반대 방향의 의미가 아직 확정되지 않았다.",high
ENAKQ.general.definition.N,insufficient_evidence,3,2,2,4,evidence_mismatch,"운영 코드 확정 보류. 미적 경험·상상 확장·지적 탐구의 상위구조와 R 방향을 검증하고 MBTI와의 유사·차이를 경험적으로 확인한다.","세 facet과 독자 R 반대 방향이 하나의 점수로 해석 가능한지 자료가 부족하다.",high
ENAKQ.general.definition.Q,insufficient_evidence,3,2,2,4,evidence_mismatch,"운영 코드 확정 보류. 감정 동요와 걱정·주저의 상위구조·변별·상태 오염·검사-재검사를 검증하고 C 방향의 의미를 독립 확인한다.","두 facet을 단일 Q/C 축으로 묶는 구조와 평소 성향 해석이 아직 정량 검증되지 않았다.",high
ENAKQ.general.inner.A,insufficient_evidence,2,2,1,4,unmeasured_inference; evidence_mismatch,"운영 보류. 첫 주의를 직접 묻는 다상황 문항의 신뢰도와 A 총점 대비 증분타당도를 검증하고 self_only로 제한한다.","domain_scores만으로 내적 주의 순서를 추정할 수 없으며 private_process_signals의 측정 품질도 미확인이다.",high
ENAKQ.general.q.activation,insufficient_evidence,3,2,2,4,evidence_mismatch,"운영 보류. 활성화 facet을 상태·표현·회복과 분리하는 요인·다특성다방법 자료와 반복 측정 안정성을 확보한다.","방향 정의는 명확하지만 Q 총점이 활성화만을 안정적으로 반영하는지 확인되지 않았다.",high
ENAKQ.general.response.AA,insufficient_evidence,2,1,1,4,unmeasured_inference; evidence_mismatch,"운영 보류. 동일 강도의 여러 장면에서 첫 주의와 실제 반응을 독립 측정하고 AA 분류의 재현성과 준거를 검증한다.","가능한 서술 예시는 합리적이지만 현재 과정 문항 자료로 AA 유형을 발급할 근거가 없다.",high
ENAKQ.general.response.AG,insufficient_evidence,2,1,1,4,unmeasured_inference; evidence_mismatch,"운영 보류. 동일 강도의 여러 장면에서 첫 주의와 실제 반응을 독립 측정하고 AG 분류의 재현성과 준거를 검증한다.","가능한 서술 예시는 합리적이지만 현재 과정 문항 자료로 AG 유형을 발급할 근거가 없다.",high
ENAKQ.growth.nonpromise,accept,4,4,4,4,none,,"외부 개입 결과를 짧은 제품 실험의 효과로 옮기지 않고 사용자 선택·재검사·비경쟁 원칙을 분명히 해 추론 범위가 적절하다.",high
ENAKQ.interaction.AQ,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. A×Q 상호작용을 사전 등록한 다상황 자료에서 주효과와 구분해 검증하고 확인 행동·관계 맥락을 직접 측정한다.","두 단일 축 설명을 함께 나열한 것만으로 개인의 조합 반응을 추론할 수 없다.",high
ENAKQ.interaction.boundary,accept,4,4,4,4,none,,"주효과와 조합 가설 및 개인화 설명을 단계적으로 구분하고 미측정 행동을 발급하지 않는 경계가 적절하다.",high
ENAKQ.interaction.EA,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. E×A 상호작용을 표현 시작·관계 주의 facet과 실제 장면 반응으로 검증하고 단순 고점 합산과 비교한다.","관계를 여는 행동은 plausible한 예시지만 상호작용 또는 개인화 설명의 근거가 없다.",high
ENAKQ.interaction.ENK,insufficient_evidence,2,1,1,3,unmeasured_inference; ability_inference; evidence_mismatch,"운영 보류. E·N·K 세 방향의 상호작용을 실제 시작·탐색·지속 행동으로 검증하고 능력·성과와 분리한다.","세 점수의 결합을 아이디어를 실제 흐름으로 잇는 행동으로 해석할 정량 자료가 없다.",high
ENAKQ.interaction.EQ,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. E×Q가 표현 속도나 방식에 미치는 효과를 직접 측정한 반복 자료로 검증한다.","내적 활성화와 외적 표현을 두 총점 조합으로 연결하면 측정하지 않은 과정을 만든다.",high
ENAKQ.interaction.NAQ,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. 세 축 상호작용을 사전 가설과 충분한 표본으로 검증하고 관계 불확실성·반추 등 인접 구성개념을 통제한다.","단일 정의만 존재해 NAQ 조합의 사고·행동 문장을 지지하지 못한다.",high
ENAKQ.interaction.NK,insufficient_evidence,2,1,1,3,unmeasured_inference; ability_inference; evidence_mismatch,"운영 보류. 탐색과 실행 facet의 상호작용 및 실제 행동 준거를 검증하고 아이디어 품질·성과를 추론하지 않는다.","N과 K의 고점을 가능성 실현 행동으로 연결할 직접 근거가 없다.",high
ENAKQ.interaction.NQ,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. 가능성 탐색과 걱정의 구분·교차적재 및 N×Q 효과를 경험표집과 확인적 모형으로 검증한다.","생각이 많다는 공통 표현만으로 두 구성개념의 조합 효과를 발급할 수 없다.",high
ENAKQ.partner.ambiguity,insufficient_evidence,2,1,1,3,unmeasured_inference; relationship_determinism,"운영 보류. 관계 불확실성·상대 행동·양측 기대와 실제 반응을 직접 측정하고 개인 코드로 관계 의미를 추정하지 않는다.","N/A/Q 총점만으로 연인 관계의 모호성 반응을 설명할 근거가 없다.",high
ENAKQ.partner.autonomy,accept,4,3,4,4,none,,"선택권과 개인정보를 우선하고 코드로 상대 행동을 요구하지 않는 정책 경계로서 점수 추론을 추가하지 않는다.",high
ENAKQ.partner.boundary,accept,4,4,4,4,none,,"사랑·헌신·애착·질투·관계 미래를 대표 코드로 예측하지 않는 경계는 필수이며 dyadic 자료의 필요성을 정확히 밝힌다.",high
ENAKQ.partner.comparison,revise,3,3,3,4,evidence_mismatch,"공통점·차이 설명은 두 사람의 공개된 유효 점수와 불확실성만 사용하고 궁합·편안함은 직접 응답이 없으면 질문 형태로만 제시한다.","비교 계약은 안전하지만 구체 문장이 아직 ENAKQ 점수 차이로 검증된 관계 효과가 아니다.",high
ENAKQ.partner.conflict,insufficient_evidence,2,1,1,3,unmeasured_inference; relationship_determinism,"운영 보류. 갈등 장면의 양측 행동·첫 주의·요청·영향·안전을 직접 측정한 경우에만 설명 후보로 둔다.","대표 코드와 관계 맥락만으로 갈등 반응과 순서를 발급할 수 없다.",high
ENAKQ.partner.contact,insufficient_evidence,2,1,1,3,unmeasured_inference; relationship_determinism,"운영 보류. 연락 행동과 선호를 양측에서 직접 측정하고 일정·알림 습관·관계 단계의 영향을 통제한다.","E 점수로 연락 시작이나 애정 표현을 예측하면 애정의 크기로 오해될 수 있다.",high
ENAKQ.partner.context,accept,4,3,4,4,none,,"한 사람의 코드와 양측 관계 자료를 분리하고 다양한 관계 방식을 인정하며 관계 미래를 예측하지 않는 경계가 적절하다.",high
ENAKQ.partner.expression,insufficient_evidence,2,1,1,3,unmeasured_inference; relationship_determinism,"운영 보류. 애정 표현 방식과 연락 행동을 양측 직접 보고·관찰로 측정하고 E/A의 추가 설명력을 검증한다.","총점만으로 애정 표현 행동과 상대 경험을 발급할 수 없다.",high
ENAKQ.partner.plan,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. 아이디어 대화·합의·실행을 분리 측정하고 N·K 조합 효과 및 상대의 해석을 양측 자료로 검증한다.","N과 K 점수만으로 연인 계획 행동이나 약속 이행을 설명할 직접 근거가 없다.",high
ENAKQ.partner.repair,insufficient_evidence,2,1,1,3,unmeasured_inference; relationship_determinism,"운영 보류. 갈등 후 감정·행동·연결감의 회복을 양측 반복 자료로 별도 측정하고 코드별 회복법을 발급하지 않는다.","회복 방식과 속도는 현재 required_signals로 측정되지 않는다.",high
ENAKQ.partner.self_check,revise,3,2,3,4,evidence_mismatch,"검사 점수와 분리된 선택형 관계 체크리스트로 제공하고 관계 지속·건강성의 결과 점수로 사용하지 않으며 안전성 파일럿을 시행한다.","일반 자기점검으로는 타당하지만 ENAKQ 기반 개인화 효과는 검증되지 않았다.",medium
ENAKQ.partner.support,revise,3,3,3,4,evidence_mismatch; privacy_scope,"지원 선호는 매 상황 직접 묻고 저장 시 갱신 가능하게 하며 과정 자료는 명시적 공개 동의가 있을 때만 사용한다.","지원 질문은 안전하지만 점수로 선호를 예측할 수 없고 private_process_signals의 공개 경계가 중요하다.",high
ENAKQ.process.boundary,revise,3,2,2,4,evidence_mismatch,"대표 A와 반대 방향 과정 응답의 불일치를 탐색할 사전 규칙을 만들고 과정 코드는 문항 구조·신뢰도·분류 안정성 확인 전 발급하지 않는다.","모순 자료를 숨기지 않는 원칙은 적절하지만 G→A·G→G 후보의 측정 구조와 판정 규칙이 미검증이다.",high
ENAKQ.process.comparison_boundary,revise,4,2,3,4,evidence_mismatch; privacy_scope,"과정 점수의 유효 장면 수·불확실성·버전을 분리 표시하고 비교에서는 self_only 자료를 기본 제외하며 별도 동의와 최소 신뢰도 기준을 요구한다.","표시 원칙은 적절하지만 예시 4개 중 3개와 비교 사용 기준은 정량 검증 없이 확정할 수 없다.",high
ENAKQ.process.enacted_response,insufficient_evidence,3,2,2,4,evidence_mismatch,"실제 반응 문항의 내용타당도·상황 등가성·재현성과 관찰 또는 경험표집 준거를 확보하고 이유 정보는 별도 비채점 맥락으로 유지한다.","생각과 행동을 구분하는 개념은 타당하지만 ENAKQ 과정 측정이 독립 구성개념을 안정적으로 포착하는지 미확인이다.",high
ENAKQ.process.first_orientation,insufficient_evidence,3,2,2,4,evidence_mismatch,"첫 주의 문항의 회상 편향·사회적 바람직성·상황 강도 영향을 검토하고 실제 반응 척도와의 변별타당도를 확인한다.","정의는 명확하지만 회고식 자기보고가 첫 순간의 주의를 신뢰롭게 측정하는지 자료가 없다.",high
ENAKQ.process.GA,insufficient_evidence,2,1,1,4,unmeasured_inference; evidence_mismatch,"운영 보류. GA 분류의 최소 문항 수·일치도·재검사·대표 A와의 관계를 검증하고 이유는 직접 응답 없이는 붙이지 않는다.","현재는 가능한 흐름의 정의일 뿐 개인에게 발급할 분류 근거가 없다.",high
ENAKQ.process.GG,insufficient_evidence,2,1,1,4,unmeasured_inference; evidence_mismatch,"운영 보류. GG 분류의 최소 문항 수·일치도·재검사·대표 A와의 관계를 검증하고 문제 해결 능력을 추론하지 않는다.","현재는 가능한 흐름의 정의일 뿐 개인에게 발급할 분류 근거가 없다.",high
ENAKQ.process.non_inference,accept,4,4,4,4,none,,"직접 과정 문항 없이 다른 네 자리의 행동 순서와 Q의 표현을 만들지 않는 제한은 측정 범위를 정확히 지킨다.",high
ENAKQ.process.personal_display,revise,4,2,3,4,evidence_mismatch; privacy_scope,"분류 신뢰도·최소 유효 장면·불확실성·버전·동의 규칙을 확정하고 75%를 확률이 아닌 관찰 비율로 명시하며 비교 표시는 별도 공개 동의를 요구한다.","표시 설계는 신중하지만 현재 임계값과 개인화 문구의 경험적 근거가 부족하다.",high
ENAKQ.process.release_threshold,insufficient_evidence,2,1,1,4,evidence_mismatch,"운영 보류. 최소 세 쌍·두 번 반복이라는 임계값을 시뮬레이션과 파일럿에서 오분류율·안정성·결측 영향을 기준으로 보정한다.","제안된 해제 기준은 현재 임의적이며 화살표 분류의 신뢰도를 보장하지 않는다.",high
ENAKQ.strength.conditional,accept,4,4,4,4,none,,"성향을 능력·덕목·최적 수준으로 바꾸지 않고 실제 행동과 결과를 요구하는 경계가 측정 범위에 부합한다.",high
ENAKQ.strength.non_ability,accept,4,3,4,4,none,,"E·N·A·K·Q 점수로 발표력·아이디어 품질·공감 능력·성과·회복력을 추론하지 않는 제한이 적절하다.",high
ENAKQ.strength.Q_nonvirtue,accept,4,3,4,4,none,,"Q를 감수성·위험 탐지·진심 같은 미측정 장점으로 포장하지 않고 자기관찰 정보로만 제한한다.",high
ENAKQ.strength.role_boundary,revise,3,2,3,4,ability_inference; evidence_mismatch,"역할명을 비채점 기억 보조로 명시하고 개인 능력·통합 강점으로 노출하지 않으며 인지 인터뷰에서 리더십·통솔력 오해율을 확인한다.","네 방향을 묶은 역할 서사는 검증되지 않았고 지휘자라는 이름이 능력 추론을 유발할 수 있다.",high
ENAKQ.stress.activation,insufficient_evidence,3,2,2,4,evidence_mismatch,"Q의 평소 활성화와 최근 상태를 별도 척도로 측정하고 facet 구조·상태 오염·검사-재검사 및 임상 구성개념과의 변별을 확인한다.","경계 문구는 적절하지만 Q 점수 해석 자체가 아직 정량 검증 전이다.",high
ENAKQ.stress.communication,revise,3,2,3,4,evidence_mismatch,"Q 기반 개인화가 아닌 모든 사용자가 직접 선택할 수 있는 의사소통 옵션으로 제공하고 실제 반응 자료가 충분할 때만 개인 패턴을 표시한다.","Q로 표현 행동을 추론하지 않는 핵심은 타당하지만 제안 문구의 개인화 효용은 미검증이다.",medium
ENAKQ.stress.crossload,revise,3,2,3,4,evidence_mismatch,"N·K·Q 판별 설명은 각 facet의 유효 점수와 직접 생각 자료가 있을 때만 제공하고 N×Q 조합 문장은 검증 전 별도 가설로 표시한다.","구성개념 구분은 중요하지만 개인의 생각 내용을 총점으로 분류하는 것은 아직 근거를 앞선다.",high
ENAKQ.stress.environment,revise,3,3,4,4,evidence_mismatch,"점수와 무관한 선택형 환경 점검으로 제공하고 도움·부작용·반복 사용 부담을 파일럿에서 확인한다.","환경을 먼저 확인하는 경계는 적절하지만 작은 실험의 효과는 제품 가설이다.",medium
ENAKQ.stress.reactivity_recovery_boundary,accept,4,4,4,4,none,,"반응성과 회복을 구분하고 실험실·일상 일반화의 한계를 명시하며 Q에서 회복 속도를 추론하지 않아 범위가 적절하다.",high
ENAKQ.stress.recovery,insufficient_evidence,3,2,2,4,evidence_mismatch,"회복 지표와 선호를 본인이 선택해 반복 측정하고 Q와 분리된 회복 척도의 신뢰도·민감도·해석 기준을 검증한다.","회복이 별도 정보라는 경계는 타당하지만 개인 회복 설명을 발급할 자료와 기준이 없다.",high
ENAKQ.stress.self_check,revise,3,3,4,4,evidence_mismatch,"검사 점수와 분리된 선택형 자기관찰로 제공하고 위기·기능 저하 선별 흐름과 중단 선택을 포함해 안전성 파일럿을 시행한다.","일반 자기관찰 도구로는 적절하지만 ENAKQ 맞춤 효과는 검증되지 않았다.",medium
ENAKQ.stress.state_boundary,accept,4,4,4,4,none,,"평소 성향과 최근 상태·환경·표현·회복을 분리하고 Q를 진단이나 약함으로 바꾸지 않는 경계가 적절하다.",high
ENAKQ.stress.support_preference,insufficient_evidence,2,1,2,4,unmeasured_inference; evidence_mismatch,"지원 선호를 매 상황 직접 묻고 recovery_preference와 current_state를 별도 수집하며 Q나 다른 domain 점수로 자동 추천하지 않는다.","지원 선호는 성향 총점에서 도출되지 않으며 상황에 따라 변할 가능성이 크다.",high
